inte',$S_0$,$S_1$,$S_2$,aero',$S_0$,$S_1$,$S_2$,dist',$S_0$,$S_1$,$S_2$,obse',$S_0$,$S_1$,$S_2$,ctrl',$S_0$,$S_1$,$S_2$
12.741269,0.308464,0.0678,-0.468857,12.741269,-0.003589,-5.24041,-0.114896,12.741269,0.304875,-5.17261,-0.583753,12.741269,0.309511,-5.355727,-0.578786,12.741269,163028.1969,-1.40E+06,-5.15E+06
12.790831,0.308824,0.066021,-0.471454,12.790831,-0.00378,-5.568734,-0.124172,12.790831,0.305044,-5.502713,-0.595626,12.790831,0.307485,-5.443873,-0.584964,12.790831,163028.197,-1.40E+06,-5.15E+06
12.839155,0.312955,0.06437,-0.480141,12.839155,-0.003354,-4.968251,-0.112325,12.839155,0.309601,-4.903882,-0.592466,12.839155,0.307372,-5.441501,-0.590548,12.839155,163028.1965,-1.40E+06,-5.15E+06
12.881043,0.318657,0.062371,-0.492247,12.881043,-0.003735,-5.552144,-0.126864,12.881043,0.314922,-5.489773,-0.619111,12.881043,0.309351,-5.34929,-0.596057,12.881043,163028.1954,-1.40E+06,-5.15E+06
12.923281,0.320293,0.059191,-0.498364,12.923281,-0.003648,-5.435451,-0.125422,12.923281,0.316645,-5.376261,-0.623787,12.923281,0.311816,-5.258487,-0.602411,12.923281,163028.1941,-1.40E+06,-5.15E+06
12.973503,0.319394,0.054855,-0.500416,12.973503,-0.003715,-5.534457,-0.129006,12.973503,0.315679,-5.479602,-0.629422,12.973503,0.313745,-5.195713,-0.609352,12.973503,163028.1926,-1.40E+06,-5.15E+06
13.027462,0.313103,0.050015,-0.491762,13.027462,-0.003508,-5.199288,-0.122223,13.027462,0.309594,-5.149273,-0.613985,13.027462,0.313499,-5.240844,-0.614863,13.027462,163028.1917,-1.40E+06,-5.15E+06
13.072293,0.308695,0.047068,-0.482939,13.072293,-0.003692,-5.415261,-0.127806,13.072293,0.305003,-5.368193,-0.610745,13.072293,0.310828,-5.361665,-0.616449,13.072293,163028.1919,-1.40E+06,-5.15E+06
13.112519,0.309316,0.045119,-0.481319,13.112519,-0.003976,-5.753694,-0.135926,13.112519,0.305341,-5.708575,-0.617246,13.112519,0.308625,-5.439992,-0.61561,13.112519,163028.1921,-1.40E+06,-5.15E+06
13.162722,0.312737,0.042675,-0.483292,13.162722,-0.003891,-5.520304,-0.130191,13.162722,0.308846,-5.477629,-0.613484,13.162722,0.307433,-5.468577,-0.61295,13.162722,163028.192,-1.40E+06,-5.15E+06
13.212756,0.317934,0.039385,-0.489497,13.212756,-0.003162,-4.393184,-0.103224,13.212756,0.314772,-4.353799,-0.592721,13.212756,0.309144,-5.380996,-0.612023,13.212756,163028.191,-1.40E+06,-5.15E+06
13.249681,0.318654,0.036362,-0.489424,13.249681,-0.003607,-4.932538,-0.115463,13.249681,0.315046,-4.896176,-0.604887,13.249681,0.311058,-5.307189,-0.612076,13.249681,163028.19,-1.40E+06,-5.15E+06
13.298141,0.319064,0.032332,-0.488075,13.298141,-0.004081,-5.457593,-0.126939,13.298141,0.314983,-5.42526,-0.615014,13.298141,0.312848,-5.229927,-0.611345,13.298141,163028.1887,-1.40E+06,-5.15E+06
13.354652,0.311088,0.028164,-0.470508,13.354652,-0.004451,-5.781558,-0.133114,13.354652,0.306637,-5.753395,-0.603622,13.354652,0.312271,-5.283668,-0.608543,13.354652,163028.1881,-1.40E+06,-5.15E+06
13.399061,0.308535,0.025934,-0.4604,13.399061,-0.004291,-5.429562,-0.123637,13.399061,0.304244,-5.403628,-0.584038,13.399061,0.309843,-5.373277,-0.603398,13.399061,163028.1884,-1.40E+06,-5.15E+06
13.446305,0.306794,0.0241,-0.4498,13.446305,-0.004817,-5.91147,-0.132627,13.446305,0.301978,-5.88737,-0.582428,13.446305,0.307182,-5.471502,-0.595443,13.446305,163028.1889,-1.40E+06,-5.15E+06
13.491447,0.31061,0.022248,-0.448287,13.491447,-0.004409,-5.250918,-0.115835,13.491447,0.306201,-5.228671,-0.564122,13.491447,0.306101,-5.481316,-0.586696,13.491447,163028.1891,-1.40E+06,-5.15E+06
13.547709,0.316126,0.019046,-0.449139,13.547709,-0.004789,-5.501699,-0.118574,13.547709,0.311337,-5.482653,-0.567713,13.547709,0.307917,-5.37485,-0.57741,13.547709,163028.1883,-1.40E+06,-5.15E+06
13.59447,0.317237,0.016228,-0.444951,13.59447,-0.004421,-4.935518,-0.104187,13.59447,0.312815,-4.91929,-0.549138,13.59447,0.309776,-5.285184,-0.570089,13.59447,163028.1875,-1.40E+06,-5.15E+06
13.64131,0.316169,0.01379,-0.436826,13.64131,-0.005183,-5.622641,-0.116057,13.64131,0.310986,-5.608852,-0.552884,13.64131,0.310516,-5.242923,-0.562104,13.64131,163028.1869,-1.40E+06,-5.15E+06
13.688694,0.308896,0.012305,-0.418074,13.688694,-0.005376,-5.664483,-0.114077,13.688694,0.30352,-5.652178,-0.532151,13.688694,0.309618,-5.298524,-0.55308,13.688694,163028.187,-1.40E+06,-5.15E+06
13.737753,0.306784,0.011624,-0.404785,13.737753,-0.005001,-5.107742,-0.099951,13.737753,0.301783,-5.096117,-0.504736,13.737753,0.306675,-5.392889,-0.540489,13.737753,163028.1878,-1.40E+06,-5.15E+06
13.780209,0.304476,0.011602,-0.39175,13.780209,-0.00566,-5.62529,-0.107091,13.780209,0.298816,-5.613688,-0.49884,13.780209,0.304156,-5.483829,-0.528691,13.780209,163028.1887,-1.40E+06,-5.15E+06
13.825051,0.307471,0.01142,-0.38577,13.825051,-0.005579,-5.390654,-0.099422,13.825051,0.301892,-5.379234,-0.485193,13.825051,0.302468,-5.512208,-0.515248,13.825051,163028.1895,-1.40E+06,-5.15E+06
13.865677,0.311927,0.010709,-0.383975,13.865677,-0.005929,-5.59242,-0.100075,13.865677,0.305998,-5.581712,-0.48405,13.865677,0.303166,-5.450012,-0.504089,13.865677,163028.1895,-1.40E+06,-5.15E+06
13.910702,0.314801,0.009824,-0.380142,13.910702,-0.005948,-5.474077,-0.094649,13.910702,0.308854,-5.464253,-0.474792,13.910702,0.304951,-5.35187,-0.492937,13.910702,163028.1892,-1.40E+06,-5.15E+06
13.959834,0.313126,0.009427,-0.369716,13.959834,-0.005803,-5.209619,-0.086679,13.959834,0.307322,-5.200192,-0.456395,13.959834,0.306205,-5.291769,-0.481182,13.959834,163028.189,-1.40E+06,-5.15E+06
14.00165,0.308021,0.010005,-0.355279,14.00165,-0.006025,-5.299425,-0.085224,14.00165,0.301996,-5.28942,-0.440503,14.00165,0.305572,-5.321919,-0.470589,14.00165,163028.1893,-1.40E+06,-5.15E+06
14.03648,0.305339,0.010883,-0.344762,14.03648,-0.006514,-5.635329,-0.087979,14.03648,0.298825,-5.624446,-0.432741,14.03648,0.304099,-5.371559,-0.460774,14.03648,163028.19,-1.40E+06,-5.15E+06
14.085189,0.301643,0.012811,-0.329427,14.085189,-0.007114,-6.016233,-0.089912,14.085189,0.29453,-6.003422,-0.41934,14.085189,0.301342,-5.471373,-0.446139,14.085189,163028.1913,-1.40E+06,-5.15E+06
14.143063,0.304875,0.015075,-0.320945,14.143063,-0.00597,-4.922249,-0.069613,14.143063,0.298906,-4.907175,-0.390558,14.143063,0.299085,-5.511445,-0.428006,14.143063,163028.1927,-1.40E+06,-5.15E+06
14.186371,0.308362,0.016587,-0.317036,14.186371,-0.006694,-5.426791,-0.073549,14.186371,0.301668,-5.410204,-0.390586,14.186371,0.299172,-5.47423,-0.415601,14.186371,163028.1933,-1.40E+06,-5.15E+06
14.230143,0.31154,0.017812,-0.314308,14.230143,-0.006361,-5.081127,-0.065976,14.230143,0.305178,-5.063315,-0.380284,14.230143,0.300842,-5.380683,-0.404782,14.230143,163028.1934,-1.40E+06,-5.15E+06
14.276861,0.312393,0.019165,-0.30974,14.276861,-0.006561,-5.170733,-0.064217,14.276861,0.305832,-5.151569,-0.373956,14.276861,0.302863,-5.282627,-0.394663,14.276861,163028.1933,-1.40E+06,-5.15E+06
14.326854,0.30762,0.02122,-0.298809,14.326854,-0.006637,-5.168076,-0.06131,14.326854,0.300983,-5.146856,-0.360119,14.326854,0.303564,-5.262076,-0.384643,14.326854,163028.1936,-1.40E+06,-5.15E+06
14.36687,0.303173,0.023626,-0.288557,14.36687,-0.007274,-5.614547,-0.064241,14.36687,0.2959,-5.590921,-0.352799,14.36687,0.301964,-5.325782,-0.375791,14.36687,163028.1945,-1.40E+06,-5.15E+06
14.426456,0.299876,0.028006,-0.276252,14.426456,-0.007299,-5.567987,-0.060377,14.426456,0.292577,-5.539981,-0.336628,14.426456,0.298459,-5.45074,-0.361745,14.426456,163028.1965,-1.40E+06,-5.15E+06
14.468686,0.300733,0.031394,-0.271201,14.468686,-0.006842,-5.182881,-0.054118,14.468686,0.29389,-5.151488,-0.325319,14.468686,0.296514,-5.507325,-0.352008,14.468686,163028.1979,-1.40E+06,-5.15E+06
14.518113,0.307678,0.034881,-0.273713,14.518113,-0.006906,-5.200051,-0.052061,14.518113,0.300772,-5.165169,-0.325775,14.518113,0.297143,-5.437625,-0.342533,14.518113,163028.1986,-1.40E+06,-5.15E+06
14.571085,0.311682,0.038255,-0.275284,14.571085,-0.006551,-4.918384,-0.047341,14.571085,0.305132,-4.880129,-0.322625,14.571085,0.29927,-5.326527,-0.335124,14.571085,163028.1989,-1.40E+06,-5.15E+06
14.627978,0.310502,0.041584,-0.273346,14.627978,-0.007176,-5.389944,-0.050144,14.627978,0.303325,-5.34836,-0.32349,14.627978,0.301291,-5.245959,-0.329554,14.627978,163028.199,-1.40E+06,-5.15E+06
14.675707,0.306413,0.044566,-0.268853,14.675707,-0.006625,-4.987591,-0.045396,14.675707,0.299788,-4.943025,-0.314249,14.675707,0.301286,-5.25858,-0.325979,14.675707,163028.1996,-1.40E+06,-5.15E+06
14.727256,0.301542,0.048403,-0.262828,14.727256,-0.007433,-5.618474,-0.050228,14.727256,0.294108,-5.570071,-0.313056,14.727256,0.299203,-5.353488,-0.321701,14.727256,163028.201,-1.40E+06,-5.15E+06
14.781314,0.30144,0.05321,-0.261318,14.781314,-0.007076,-5.37896,-0.047444,14.781314,0.294364,-5.325751,-0.308763,14.781314,0.296714,-5.44157,-0.317276,14.781314,163028.2027,-1.40E+06,-5.15E+06
14.826447,0.305226,0.057318,-0.265237,14.826447,-0.007283,-5.572523,-0.048852,14.826447,0.297943,-5.515205,-0.314089,14.826447,0.296408,-5.435097,-0.31535,14.826447,163028.2036,-1.40E+06,-5.15E+06
14.88337,0.309668,0.061821,-0.272662,14.88337,-0.006582,-5.094476,-0.044725,14.88337,0.303086,-5.032656,-0.317387,14.88337,0.298234,-5.347321,-0.313973,14.88337,163028.204,-1.40E+06,-5.15E+06
14.931858,0.313836,0.065192,-0.281666,14.931858,-0.006124,-4.801127,-0.042589,14.931858,0.307712,-4.735935,-0.324255,14.931858,0.300785,-5.231915,-0.316996,14.931858,163028.2038,-1.40E+06,-5.15E+06
14.977127,0.310588,0.067219,-0.283948,14.977127,-0.00613,-4.874632,-0.044005,14.977127,0.304458,-4.807412,-0.327953,14.977127,0.302365,-5.196634,-0.321405,14.977127,163028.2037,-1.40E+06,-5.15E+06
15.020626,0.305199,0.069138,-0.28322,15.020626,-0.006874,-5.548029,-0.051208,15.020626,0.298325,-5.47889,-0.334428,15.020626,0.301872,-5.25239,-0.32921,15.020626,163028.2043,-1.40E+06,-5.15E+06
15.064883,0.302135,0.071775,-0.284077,15.064883,-0.006627,-5.43399,-0.051467,15.064883,0.295508,-5.362214,-0.335544,15.064883,0.299984,-5.342007,-0.331762,15.064883,163028.2053,-1.40E+06,-5.15E+06
15.121053,0.302493,0.075947,-0.289324,15.121053,-0.006704,-5.615265,-0.05515,15.121053,0.295788,-5.539317,-0.344475,15.121053,0.297852,-5.430459,-0.335533,15.121053,163028.2066,-1.40E+06,-5.15E+06
15.172059,0.307475,0.080064,-0.300485,15.172059,-0.00641,-5.483687,-0.055847,15.172059,0.301065,-5.403623,-0.356332,15.172059,0.29807,-5.411295,-0.341066,15.172059,163028.2071,-1.40E+06,-5.15E+06
15.213592,0.31382,0.083115,-0.314221,15.213592,-0.005691,-4.964492,-0.052255,15.213592,0.308128,-4.881377,-0.366475,15.213592,0.300311,-5.306802,-0.347898,15.213592,163028.2068,-1.40E+06,-5.15E+06
15.258829,0.316024,0.084726,-0.326253,15.258829,-0.005591,-4.994265,-0.054725,15.258829,0.310433,-4.909539,-0.380978,15.258829,0.303687,-5.186006,-0.357883,15.258829,163028.206,-1.40E+06,-5.15E+06
15.313363,0.312178,0.08506,-0.333921,15.313363,-0.005609,-5.167722,-0.059695,15.313363,0.306569,-5.082662,-0.393616,15.313363,0.305693,-5.147493,-0.371089,15.313363,163028.2054,-1.40E+06,-5.15E+06
15.36185,0.307589,0.085225,-0.338324,15.36185,-0.005804,-5.501573,-0.066713,15.36185,0.301785,-5.416347,-0.405037,15.36185,0.305323,-5.199333,-0.382597,15.36185,163028.2054,-1.40E+06,-5.15E+06
15.403535,0.304829,0.085915,-0.342146,15.403535,-0.005823,-5.655784,-0.071476,15.403535,0.299006,-5.569869,-0.413622,15.403535,0.303691,-5.288482,-0.391738,15.403535,163028.206,-1.40E+06,-5.15E+06
15.453128,0.304079,0.087377,-0.348863,15.453128,-0.005157,-5.156448,-0.068353,15.453128,0.298922,-5.069071,-0.417215,15.453128,0.301757,-5.386149,-0.402147,15.453128,163028.2067,-1.40E+06,-5.15E+06
15.498985,0.308917,0.089495,-0.362567,15.498985,-0.005251,-5.397121,-0.074689,15.498985,0.303666,-5.307626,-0.437257,15.498985,0.30184,-5.379542,-0.412742,15.498985,163028.2068,-1.40E+06,-5.15E+06
15.546476,0.314492,0.090897,-0.379379,15.546476,-0.005213,-5.52282,-0.079896,15.546476,0.309279,-5.431923,-0.459275,15.546476,0.304006,-5.293982,-0.425556,15.546476,163028.2061,-1.40E+06,-5.15E+06
15.599149,0.318422,0.090874,-0.397185,15.599149,-0.004642,-5.095903,-0.07746,15.599149,0.31378,-5.005029,-0.474645,15.599149,0.307508,-5.167296,-0.441782,15.599149,163028.2047,-1.40E+06,-5.15E+06
15.641621,0.315012,0.088914,-0.403142,15.641621,-0.00453,-5.122544,-0.081027,15.641621,0.310482,-5.03363,-0.48417,15.641621,0.309239,-5.140617,-0.455589,15.641621,163028.2038,-1.40E+06,-5.15E+06
15.682009,0.311277,0.087203,-0.406652,15.682009,-0.00498,-5.787525,-0.094952,15.682009,0.306298,-5.700322,-0.501604,15.682009,0.30891,-5.186339,-0.46754,15.682009,163028.2035,-1.40E+06,-5.15E+06
15.730894,0.308765,0.085892,-0.411763,15.730894,-0.004687,-5.621596,-0.096141,15.730894,0.304077,-5.535704,-0.507904,15.730894,0.307327,-5.277622,-0.48065,15.730894,163028.2036,-1.40E+06,-5.15E+06
15.772887,0.30701,0.085012,-0.415462,15.772887,-0.004374,-5.380821,-0.095126,15.772887,0.302636,-5.295808,-0.510588,15.772887,0.305566,-5.37197,-0.490906,15.772887,163028.2038,-1.40E+06,-5.15E+06
15.822866,0.311493,0.085115,-0.428942,15.822866,-0.00394,-4.985268,-0.091395,15.822866,0.307554,-4.900153,-0.520338,15.822866,0.304958,-5.394395,-0.50265,15.822866,163028.2037,-1.40E+06,-5.15E+06
15.877065,0.318472,0.084411,-0.44855,15.877065,-0.004007,-5.228267,-0.099473,15.877065,0.314465,-5.143856,-0.548023,15.877065,0.30737,-5.29539,-0.516919,15.877065,163028.2024,-1.40E+06,-5.15E+06
15.929209,0.319524,0.081299,-0.460781,15.929209,-0.003969,-5.335099,-0.10506,15.929209,0.315555,-5.2538,-0.565841,15.929209,0.310956,-5.183067,-0.532623,15.929209,163028.2006,-1.40E+06,-5.15E+06
15.971211,0.318774,0.078267,-0.467771,15.971211,-0.003611,-4.965449,-0.100401,15.971211,0.315163,-4.887182,-0.568172,15.971211,0.312631,-5.137017,-0.544682,15.971211,163028.1994,-1.40E+06,-5.15E+06
16.020307,0.313068,0.074141,-0.466432,16.020307,-0.003791,-5.334651,-0.110989,16.020307,0.309277,-5.26051,-0.577421,16.020307,0.31208,-5.201253,-0.557111,16.020307,163028.1987,-1.40E+06,-5.15E+06
16.071791,0.308099,0.070604,-0.463788,16.071791,-0.004124,-5.913373,-0.126299,16.071791,0.303975,-5.842769,-0.590087,16.071791,0.309894,-5.325612,-0.567783,16.071791,163028.1986,-1.40E+06,-5.15E+06
16.126998,0.310404,0.068462,-0.470822,16.126998,-0.003785,-5.500843,-0.120281,16.126998,0.306619,-5.43238,-0.591103,16.126998,0.307827,-5.407148,-0.576184,16.126998,163028.1985,-1.40E+06,-5.15E+06
16.176647,0.314945,0.066179,-0.481594,16.176647,-0.004054,-5.945188,-0.132378,16.176647,0.310892,-5.879009,-0.613972,16.176647,0.308388,-5.380904,-0.584004,16.176647,163028.1977,-1.40E+06,-5.15E+06
16.215044,0.318004,0.063743,-0.489777,16.215044,-0.003622,-5.340597,-0.120415,16.215044,0.314382,-5.276855,-0.610192,16.215044,0.309964,-5.319019,-0.590482,16.215044,163028.1967,-1.40E+06,-5.15E+06
16.258453,0.321679,0.06047,-0.499847,16.258453,-0.003621,-5.363495,-0.122498,16.258453,0.318058,-5.303025,-0.622345,16.258453,0.312298,-5.22086,-0.597737,16.258453,163028.1953,-1.40E+06,-5.15E+06
16.305608,0.318341,0.055715,-0.498392,16.305608,-0.003481,-5.16784,-0.119509,16.305608,0.314861,-5.112126,-0.6179,16.305608,0.313991,-5.184837,-0.605719,16.305608,163028.1938,-1.40E+06,-5.15E+06
16.349998,0.313069,0.051652,-0.4912,16.349998,-0.003424,-5.069741,-0.118332,16.349998,0.309645,-5.018089,-0.609532,16.349998,0.313133,-5.247411,-0.611048,16.349998,163028.1932,-1.40E+06,-5.15E+06
16.394591,0.310076,0.048415,-0.485699,16.394591,-0.003834,-5.633237,-0.132336,16.394591,0.306242,-5.584822,-0.618035,16.394591,0.311154,-5.338508,-0.613722,16.394591,163028.1931,-1.40E+06,-5.15E+06
16.440974,0.308025,0.045616,-0.479956,16.440974,-0.004094,-5.937617,-0.139974,16.440974,0.303931,-5.892,-0.61993,16.440974,0.308792,-5.441882,-0.614407,16.440974,163028.1932,-1.40E+06,-5.15E+06
16.483439,0.312269,0.043402,-0.484483,16.483439,-0.003661,-5.228665,-0.123327,16.483439,0.308608,-5.185263,-0.607811,16.483439,0.30799,-5.452458,-0.614747,16.483439,163028.193,-1.40E+06,-5.15E+06
16.52487,0.316387,0.040717,-0.489341,16.52487,-0.003525,-4.955127,-0.116737,16.52487,0.312862,-4.914409,-0.606078,16.52487,0.30873,-5.405551,-0.614039,16.52487,163028.1923,-1.40E+06,-5.15E+06
16.573959,0.320423,0.036728,-0.494622,16.573959,-0.003698,-5.095893,-0.119684,16.573959,0.316724,-5.059165,-0.614306,16.573959,0.311217,-5.291921,-0.613757,16.573959,163028.1908,-1.40E+06,-5.15E+06
16.618054,0.317803,0.032823,-0.488695,16.618054,-0.003814,-5.15531,-0.120565,16.618054,0.313989,-5.122487,-0.609259,16.618054,0.312719,-5.247225,-0.61385,16.618054,163028.1897,-1.40E+06,-5.15E+06
16.673473,0.314661,0.028434,-0.479916,16.673473,-0.00371,-4.880227,-0.113215,16.673473,0.310951,-4.851793,-0.593131,16.673473,0.312824,-5.247071,-0.611462,16.673473,163028.1888,-1.40E+06,-5.15E+06
16.726045,0.308632,0.025438,-0.4636,16.726045,-0.004485,-5.724859,-0.131315,16.726045,0.304147,-5.699421,-0.594915,16.726045,0.310171,-5.364561,-0.606024,16.726045,163028.1889,-1.40E+06,-5.15E+06
16.772324,0.306883,0.023509,-0.45329,16.772324,-0.004742,-5.875866,-0.13297,16.772324,0.302141,-5.852357,-0.58626,16.772324,0.307541,-5.462855,-0.598837,16.772324,163028.1893,-1.40E+06,-5.15E+06
16.816727,0.308321,0.02176,-0.447974,16.816727,-0.004668,-5.616338,-0.125118,16.816727,0.303652,-5.594578,-0.573092,16.816727,0.306011,-5.504338,-0.590889,16.816727,163028.1896,-1.40E+06,-5.15E+06
16.866073,0.316514,0.019113,-0.453408,16.866073,-0.004111,-4.787502,-0.104553,16.866073,0.312403,-4.76839,-0.557961,16.866073,0.306753,-5.419214,-0.581619,16.866073,163028.1891,-1.40E+06,-5.15E+06
16.911157,0.317395,0.016439,-0.448777,16.911157,-0.004462,-5.050215,-0.108153,16.911157,0.312934,-5.033775,-0.556931,16.911157,0.308658,-5.335566,-0.574798,16.911157,163028.1883,-1.40E+06,-5.15E+06
16.962941,0.315099,0.013505,-0.438553,16.962941,-0.004779,-5.240749,-0.109564,16.962941,0.31032,-5.227244,-0.548118,16.962941,0.310492,-5.263845,-0.566933,16.962941,163028.1873,-1.40E+06,-5.15E+06
17.006282,0.311989,0.011935,-0.426664,17.006282,-0.005289,-5.644284,-0.115404,17.006282,0.3067,-5.63235,-0.542068,17.006282,0.309685,-5.287764,-0.558254,17.006282,163028.1873,-1.40E+06,-5.15E+06
17.043413,0.306944,0.011386,-0.411727,17.043413,-0.005371,-5.597393,-0.112076,17.043413,0.301573,-5.586006,-0.523803,17.043413,0.307796,-5.369075,-0.549748,17.043413,163028.1877,-1.40E+06,-5.15E+06
17.092879,0.303601,0.011359,-0.39542,17.092879,-0.005928,-5.981093,-0.116086,17.092879,0.297672,-5.969735,-0.511506,17.092879,0.304362,-5.492433,-0.53593,17.092879,163028.1888,-1.40E+06,-5.15E+06
17.1431,0.30496,0.011415,-0.385396,17.1431,-0.005501,-5.37067,-0.100613,17.1431,0.299459,-5.359256,-0.48601,17.1431,0.301999,-5.55483,-0.520701,17.1431,163028.1897,-1.40E+06,-5.15E+06
17.184173,0.310379,0.010882,-0.384252,17.184173,-0.005567,-5.299045,-0.096246,17.184173,0.304812,-5.288163,-0.480498,17.184173,0.30208,-5.506961,-0.508469,17.184173,163028.1899,-1.40E+06,-5.15E+06
17.229698,0.31445,0.010005,-0.38159,17.229698,-0.005183,-4.807142,-0.084271,17.229698,0.309267,-4.797137,-0.465861,17.229698,0.303941,-5.399992,-0.496665,17.229698,163028.1896,-1.40E+06,-5.15E+06
17.278114,0.315283,0.009177,-0.375012,17.278114,-0.00533,-4.820343,-0.081319,17.278114,0.309953,-4.811166,-0.456331,17.278114,0.306286,-5.287271,-0.485261,17.278114,163028.189,-1.40E+06,-5.15E+06
17.316725,0.31203,0.009283,-0.364119,17.316725,-0.005832,-5.175137,-0.084608,17.316725,0.306199,-5.165854,-0.448727,17.316725,0.306605,-5.271484,-0.475832,17.316725,163028.189,-1.40E+06,-5.15E+06
17.363047,0.306654,0.01024,-0.348319,17.363047,-0.005968,-5.180193,-0.081441,17.363047,0.300686,-5.169953,-0.42976,17.363047,0.305314,-5.32325,-0.463511,17.363047,163028.1895,-1.40E+06,-5.15E+06
17.401006,0.302735,0.011783,-0.334971,17.401006,-0.006832,-5.825084,-0.088534,17.401006,0.295902,-5.813301,-0.423505,17.401006,0.302798,-5.417046,-0.45211,17.401006,163028.1906,-1.40E+06,-5.15E+06
17.456694,0.302275,0.01447,-0.321401,17.456694,-0.006567,-5.457589,-0.078669,17.456694,0.295708,-5.443119,-0.400071,17.456694,0.299067,-5.531416,-0.43397,17.456694,163028.1924,-1.40E+06,-5.15E+06
17.507215,0.308072,0.016243,-0.318348,17.507215,-0.006845,-5.571544,-0.076385,17.507215,0.301228,-5.555301,-0.394733,17.507215,0.298718,-5.495743,-0.41868,17.507215,163028.1932,-1.40E+06,-5.15E+06
17.56692,0.312079,0.018075,-0.313881,17.56692,-0.00687,-5.477784,-0.070788,17.56692,0.305209,-5.459709,-0.384669,17.56692,0.300781,-5.377973,-0.403488,17.56692,163028.1934,-1.40E+06,-5.15E+06
17.61231,0.312607,0.01947,-0.309073,17.61231,-0.006399,-5.036487,-0.062301,17.61231,0.306208,-5.017017,-0.371375,17.61231,0.302716,-5.284927,-0.393532,17.61231,163028.1933,-1.40E+06,-5.15E+06
17.667329,0.308139,0.021993,-0.297458,17.667329,-0.006725,-5.223207,-0.061374,17.667329,0.301414,-5.201213,-0.358831,17.667329,0.30292,-5.276583,-0.381913,17.667329,163028.1938,-1.40E+06,-5.15E+06
17.715039,0.302348,0.025141,-0.284402,17.715039,-0.007347,-5.647303,-0.063504,17.715039,0.295001,-5.622162,-0.347906,17.715039,0.300733,-5.368116,-0.371073,17.715039,163028.1951,-1.40E+06,-5.15E+06
17.76654,0.299019,0.029199,-0.272975,17.76654,-0.007067,-5.377786,-0.057666,17.76654,0.291952,-5.348587,-0.330641,17.76654,0.297542,-5.487124,-0.358701,17.76654,163028.1969,-1.40E+06,-5.15E+06
17.808423,0.302566,0.032464,-0.271169,17.808423,-0.006658,-5.032526,-0.05194,17.808423,0.295907,-5.000063,-0.323109,17.808423,0.296332,-5.501876,-0.349168,17.808423,163028.1981,-1.40E+06,-5.15E+06
17.847312,0.30612,0.035327,-0.271017,17.847312,-0.007598,-5.716478,-0.057043,17.847312,0.298521,-5.681152,-0.32806,17.847312,0.296603,-5.465556,-0.341644,17.847312,163028.1987,-1.40E+06,-5.15E+06
17.89125,0.309928,0.038221,-0.272432,17.89125,-0.006505,-4.879612,-0.047035,17.89125,0.303422,-4.841391,-0.319467,17.89125,0.298313,-5.373909,-0.335124,17.89125,163028.199,-1.40E+06,-5.15E+06
17.946236,0.31171,0.041435,-0.273459,17.946236,-0.006843,-5.130621,-0.04771,17.946236,0.304867,-5.089186,-0.321169,17.946236,0.301035,-5.251432,-0.329329,17.946236,163028.1989,-1.40E+06,-5.15E+06
18.00186,0.307765,0.044684,-0.26957,18.00186,-0.007717,-5.801539,-0.052503,18.00186,0.300047,-5.756855,-0.322072,18.00186,0.301972,-5.225982,-0.325266,18.00186,163028.1993,-1.40E+06,-5.15E+06
18.049446,0.303316,0.047958,-0.264675,18.049446,-0.007333,-5.533563,-0.049244,18.049446,0.295983,-5.485605,-0.31392,18.049446,0.300575,-5.291719,-0.321806,18.049446,163028.2004,-1.40E+06,-5.15E+06
18.101736,0.299184,0.052434,-0.258807,18.101736,-0.007621,-5.781122,-0.05075,18.101736,0.291563,-5.728688,-0.309557,18.101736,0.29709,-5.436836,-0.317092,18.101736,163028.2023,-1.40E+06,-5.15E+06
18.155992,0.304589,0.057562,-0.263915,18.155992,-0.007044,-5.383144,-0.046872,18.155992,0.297545,-5.325583,-0.310786,18.155992,0.296203,-5.442636,-0.313891,18.155992,163028.2036,-1.40E+06,-5.15E+06
18.211475,0.3103,0.062017,-0.272652,18.211475,-0.007047,-5.446157,-0.047491,18.211475,0.303253,-5.384141,-0.320143,18.211475,0.298359,-5.338344,-0.313465,18.211475,163028.2039,-1.40E+06,-5.15E+06
18.256901,0.311069,0.064841,-0.277804,18.256901,-0.005884,-4.602185,-0.040528,18.256901,0.305184,-4.537344,-0.318332,18.256901,0.300404,-5.26197,-0.316092,18.256901,163028.2038,-1.40E+06,-5.15E+06
18.31183,0.310611,0.067856,-0.283759,18.31183,-0.00696,-5.536472,-0.049797,18.31183,0.303652,-5.468616,-0.333556,18.31183,0.302137,-5.203233,-0.320852,18.31183,163028.2039,-1.40E+06,-5.15E+06
18.35741,0.306219,0.069956,-0.28451,18.35741,-0.006727,-5.437174,-0.050104,18.35741,0.299492,-5.367218,-0.334614,18.35741,0.301804,-5.243545,-0.325473,18.35741,163028.2044,-1.40E+06,-5.15E+06
18.408245,0.301402,0.07274,-0.284283,18.408245,-0.006934,-5.709278,-0.054285,18.408245,0.294468,-5.636538,-0.338567,18.408245,0.299541,-5.359146,-0.328754,18.408245,163028.2056,-1.40E+06,-5.15E+06
