inte',$S_0$,$S_1$,$S_2$,aero',$S_0$,$S_1$,$S_2$,dist',$S_0$,$S_1$,$S_2$,obse',$S_0$,$S_1$,$S_2$,ctrl',$S_0$,$S_1$,$S_2$
24.576719,0.313576,0.209258,-0.243734,24.576719,-0.005521,-4.867646,-0.005942,24.576719,0.308056,-4.658389,-0.249677,24.576719,0.297826,-5.101915,-0.149256,24.576719,163028.2348,-1.40E+06,-5.15E+06
24.616604,0.314064,0.211312,-0.278074,24.616604,-0.005049,-4.888483,-0.015875,24.616604,0.309015,-4.67717,-0.293949,24.616604,0.301418,-5.030854,-0.190301,24.616604,163028.2336,-1.40E+06,-5.15E+06
24.663446,0.312794,0.211355,-0.31689,24.663446,-0.004684,-5.126464,-0.029392,24.663446,0.30811,-4.915109,-0.346282,24.663446,0.304237,-5.008312,-0.240065,24.663446,163028.2323,-1.40E+06,-5.15E+06
24.712776,0.308749,0.208678,-0.353151,24.712776,-0.00431,-5.456238,-0.046038,24.712776,0.304439,-5.24756,-0.399189,24.712776,0.304779,-5.093111,-0.292826,24.712776,163028.2315,-1.40E+06,-5.15E+06
24.772367,0.308426,0.207732,-0.398531,24.772367,-0.003594,-5.569878,-0.065507,24.772367,0.304832,-5.362147,-0.464038,24.772367,0.304492,-5.212868,-0.356597,24.772367,163028.2306,-1.40E+06,-5.15E+06
24.817882,0.312918,0.209312,-0.43821,24.817882,-0.002723,-5.056424,-0.072367,24.817882,0.310195,-4.847112,-0.510577,24.817882,0.305294,-5.243884,-0.405718,24.817882,163028.2294,-1.40E+06,-5.15E+06
24.865376,0.320028,0.210807,-0.484783,24.865376,-0.002129,-4.948999,-0.084033,24.865376,0.317898,-4.738193,-0.568816,24.865376,0.308788,-5.167914,-0.458837,24.865376,163028.2272,-1.40E+06,-5.15E+06
24.910281,0.326253,0.210068,-0.530059,24.910281,-0.001793,-5.419377,-0.105721,24.910281,0.32446,-5.209309,-0.635781,24.910281,0.313257,-5.050134,-0.510312,24.910281,163028.2243,-1.40E+06,-5.15E+06
24.957579,0.325535,0.202545,-0.567101,24.957579,-0.001086,-4.718179,-0.104576,24.957579,0.324448,-4.515634,-0.671677,24.957579,0.317576,-4.979515,-0.565515,24.957579,163028.2211,-1.40E+06,-5.15E+06
25.004979,0.320694,0.191602,-0.594247,25.004979,-0.000748,-5.482807,-0.135874,25.004979,0.319946,-5.291205,-0.730122,25.004979,0.31935,-5.020088,-0.619017,25.004979,163028.2183,-1.40E+06,-5.15E+06
25.06118,0.319223,0.181108,-0.62858,25.06118,-0.000195,-5.370718,-0.149137,25.06118,0.319027,-5.18961,-0.777717,25.06118,0.319533,-5.112921,-0.678444,25.06118,163028.2156,-1.40E+06,-5.15E+06
25.099794,0.318253,0.173549,-0.649539,25.099794,0.000144,-5.746128,-0.170817,25.099794,0.318397,-5.572579,-0.820356,25.099794,0.319204,-5.195121,-0.717186,25.099794,163028.2138,-1.40E+06,-5.15E+06
25.154824,0.322796,0.165276,-0.688568,25.154824,0.000551,-5.392185,-0.174499,25.154824,0.323347,-5.226909,-0.863067,25.154824,0.319896,-5.234371,-0.769348,25.154824,163028.2108,-1.40E+06,-5.15E+06
25.219158,0.329385,0.153506,-0.736291,25.219158,0.000892,-5.000703,-0.176109,25.219158,0.330277,-4.847197,-0.9124,25.219158,0.323732,-5.155599,-0.828559,25.219158,163028.206,-1.40E+06,-5.15E+06
25.273217,0.332736,0.140523,-0.770153,25.273217,0.001224,-5.316349,-0.198904,25.273217,0.333961,-5.175826,-0.969057,25.273217,0.327289,-5.075545,-0.875491,25.273217,163028.2016,-1.40E+06,-5.15E+06
25.33552,0.327831,0.120596,-0.784734,25.33552,0.001386,-5.049929,-0.200386,25.33552,0.329217,-4.929333,-0.98512,25.33552,0.329557,-5.089926,-0.925515,25.33552,163028.1968,-1.40E+06,-5.15E+06
25.38397,0.323531,0.105593,-0.788694,25.38397,0.001685,-5.725535,-0.235843,25.38397,0.325216,-5.619942,-1.024537,25.38397,0.328489,-5.197959,-0.957481,25.38397,163028.194,-1.40E+06,-5.15E+06
25.435139,0.322318,0.091341,-0.795678,25.435139,0.001642,-5.441229,-0.231353,25.435139,0.323959,-5.349888,-1.02703,25.435139,0.326631,-5.31765,-0.984786,25.435139,163028.1914,-1.40E+06,-5.15E+06
25.480125,0.32456,0.079557,-0.806808,25.480125,0.001616,-5.435126,-0.236189,25.480125,0.326176,-5.355569,-1.042997,25.480125,0.325626,-5.377384,-1.004063,25.480125,163028.1889,-1.40E+06,-5.15E+06
25.521974,0.328855,0.068199,-0.821508,25.521974,0.001406,-4.922048,-0.217312,25.521974,0.33026,-4.853849,-1.03882,25.521974,0.326439,-5.352614,-1.01955,25.521974,163028.1862,-1.40E+06,-5.15E+06
25.57191,0.332837,0.053051,-0.835129,25.57191,0.001335,-5.076618,-0.227296,25.57191,0.334172,-5.023566,-1.062426,25.57191,0.329113,-5.257745,-1.035936,25.57191,163028.1822,-1.40E+06,-5.15E+06
25.618253,0.332058,0.037903,-0.833899,25.618253,0.00107,-4.591745,-0.207281,25.618253,0.333128,-4.553842,-1.041181,25.618253,0.331064,-5.201387,-1.047866,25.618253,163028.1786,-1.40E+06,-5.15E+06
25.670187,0.328273,0.021355,-0.820476,25.670187,0.000948,-5.047989,-0.228633,25.670187,0.32922,-5.026634,-1.049109,25.670187,0.331066,-5.220785,-1.055131,25.670187,163028.1753,-1.40E+06,-5.15E+06
25.714557,0.320681,0.008582,-0.792866,25.714557,0.000759,-5.475914,-0.247382,25.714557,0.32144,-5.467332,-1.040248,25.714557,0.328599,-5.347325,-1.055612,25.714557,163028.1735,-1.40E+06,-5.15E+06
25.769541,0.319008,-0.00617,-0.773905,25.769541,0.000368,-5.648436,-0.252592,25.769541,0.319376,-5.654606,-1.026497,25.769541,0.325446,-5.459634,-1.047837,25.769541,163028.1715,-1.40E+06,-5.15E+06
25.82569,0.320026,-0.021029,-0.757641,25.82569,-0.00012,-5.556397,-0.244064,25.82569,0.319905,-5.577426,-1.001705,25.82569,0.323341,-5.511926,-1.033357,25.82569,163028.1695,-1.40E+06,-5.15E+06
25.875867,0.326995,-0.035717,-0.756174,25.875867,-0.000534,-4.971485,-0.213578,25.875867,0.326461,-5.007202,-0.969752,25.875867,0.323369,-5.442941,-1.015241,25.875867,163028.1673,-1.40E+06,-5.15E+06
25.924888,0.327522,-0.049321,-0.737642,25.924888,-0.000953,-4.849701,-0.202848,25.924888,0.326568,-4.899021,-0.94049,25.924888,0.324752,-5.356312,-0.996476,25.924888,163028.1648,-1.40E+06,-5.15E+06
25.966927,0.325825,-0.05988,-0.714394,25.966927,-0.001395,-5.018915,-0.204252,25.966927,0.32443,-5.078795,-0.918646,25.966927,0.325027,-5.31521,-0.976927,25.966927,163028.1631,-1.40E+06,-5.15E+06
26.013172,0.319918,-0.068929,-0.676331,26.013172,-0.002076,-5.565395,-0.218606,26.013172,0.317843,-5.634324,-0.894937,26.013172,0.323514,-5.352396,-0.951379,26.013172,163028.1618,-1.40E+06,-5.15E+06
26.05021,0.312214,-0.07343,-0.6362,26.05021,-0.002552,-5.625003,-0.213763,26.05021,0.309663,-5.698433,-0.849963,26.05021,0.320164,-5.473592,-0.926936,26.05021,163028.1617,-1.40E+06,-5.15E+06
26.092265,0.309997,-0.079636,-0.603684,26.092265,-0.003385,-6.159548,-0.224224,26.092265,0.306613,-6.239184,-0.827908,26.092265,0.31606,-5.582207,-0.894108,26.092265,163028.1621,-1.40E+06,-5.15E+06
26.139311,0.312317,-0.087911,-0.576557,26.139311,-0.003447,-5.22266,-0.179974,26.139311,0.30887,-5.310572,-0.75653,26.139311,0.313038,-5.62065,-0.854142,26.139311,163028.1623,-1.40E+06,-5.15E+06
26.185071,0.314363,-0.095506,-0.548705,26.185071,-0.004172,-5.425018,-0.176013,26.185071,0.310191,-5.520524,-0.724718,26.185071,0.311647,-5.600329,-0.813648,26.185071,163028.1623,-1.40E+06,-5.15E+06
26.225706,0.318283,-0.103204,-0.52804,26.225706,-0.004644,-5.360321,-0.163877,26.225706,0.313639,-5.463526,-0.691918,26.225706,0.311967,-5.507944,-0.776646,26.225706,163028.1619,-1.40E+06,-5.15E+06
26.276603,0.316658,-0.108896,-0.488761,26.276603,-0.005024,-5.087944,-0.143191,26.276603,0.311634,-5.19684,-0.631952,26.276603,0.312508,-5.417745,-0.730008,26.276603,163028.1615,-1.40E+06,-5.15E+06
26.321548,0.311606,-0.110402,-0.446134,26.321548,-0.006019,-5.498395,-0.142487,26.321548,0.305588,-5.608797,-0.588621,26.321548,0.31103,-5.421129,-0.686266,26.321548,163028.1619,-1.40E+06,-5.15E+06
26.371653,0.303632,-0.108518,-0.393299,26.371653,-0.006109,-5.030172,-0.117401,26.371653,0.297524,-5.138691,-0.5107,26.371653,0.307057,-5.521599,-0.634244,26.371653,163028.1635,-1.40E+06,-5.15E+06
26.435359,0.299913,-0.106596,-0.335439,26.435359,-0.007455,-5.459103,-0.108885,26.435359,0.292458,-5.565699,-0.444324,26.435359,0.30066,-5.662766,-0.562975,26.435359,163028.1665,-1.40E+06,-5.15E+06
26.480444,0.301172,-0.106129,-0.300429,26.480444,-0.007971,-5.422314,-0.094866,26.480444,0.293201,-5.528443,-0.395295,26.480444,0.297434,-5.697959,-0.511379,26.480444,163028.1687,-1.40E+06,-5.15E+06
26.536173,0.304563,-0.105915,-0.261384,26.536173,-0.008743,-5.488101,-0.079396,26.536173,0.295819,-5.594016,-0.34078,26.536173,0.29653,-5.620901,-0.449068,26.536173,163028.1707,-1.40E+06,-5.15E+06
26.585683,0.309316,-0.105946,-0.230313,26.585683,-0.008654,-5.102464,-0.060257,26.585683,0.300662,-5.20841,-0.290571,26.585683,0.297375,-5.475239,-0.395398,26.585683,163028.1721,-1.40E+06,-5.15E+06
26.633349,0.30418,-0.09931,-0.190933,26.633349,-0.009476,-5.297892,-0.0493,26.633349,0.294705,-5.397201,-0.240233,26.633349,0.297439,-5.419746,-0.345465,26.633349,163028.1737,-1.40E+06,-5.15E+06
26.679368,0.298542,-0.090928,-0.153345,26.679368,-0.010044,-5.363812,-0.037224,26.679368,0.288498,-5.45474,-0.190569,26.679368,0.295236,-5.4477,-0.297026,26.679368,163028.1762,-1.40E+06,-5.15E+06
26.732093,0.291138,-0.078796,-0.110661,26.732093,-0.01101,-5.611796,-0.02413,26.732093,0.280128,-5.690592,-0.134791,26.732093,0.290385,-5.576015,-0.241312,26.732093,163028.1801,-1.40E+06,-5.15E+06
26.784961,0.29172,-0.069236,-0.076359,26.784961,-0.011678,-5.714836,-0.009984,26.784961,0.280042,-5.784072,-0.086343,26.784961,0.286509,-5.63354,-0.186865,26.784961,163028.1841,-1.40E+06,-5.15E+06
26.82654,0.294223,-0.061745,-0.052418,26.82654,-0.011294,-5.377131,0.000929,26.82654,0.282929,-5.438875,-0.05149,26.82654,0.284512,-5.632612,-0.146059,26.82654,163028.1871,-1.40E+06,-5.15E+06
26.875056,0.295115,-0.051569,-0.026568,26.875056,-0.010902,-5.052109,0.01157,26.875056,0.284212,-5.103678,-0.014999,26.875056,0.284109,-5.581413,-0.101892,26.875056,163028.1901,-1.40E+06,-5.15E+06
26.933339,0.300197,-0.040181,-0.00215,26.933339,-0.010973,-4.957071,0.022927,26.933339,0.289224,-4.997252,0.020777,26.933339,0.28569,-5.419383,-0.054515,26.933339,163028.193,-1.40E+06,-5.15E+06
26.983498,0.297325,-0.026954,0.017471,26.983498,-0.012502,-5.558315,0.035697,26.983498,0.284822,-5.585269,0.053168,26.983498,0.286226,-5.354394,-0.018034,26.983498,163028.1958,-1.40E+06,-5.15E+06
27.031625,0.290715,-0.012273,0.034644,27.031625,-0.012381,-5.44565,0.043331,27.031625,0.278334,-5.457923,0.077975,27.031625,0.284317,-5.407261,0.014344,27.031625,163028.1992,-1.40E+06,-5.15E+06
27.086475,0.287835,0.004375,0.050763,27.086475,-0.012531,-5.471998,0.051886,27.086475,0.275304,-5.467623,0.102649,27.086475,0.280508,-5.509934,0.047762,27.086475,163028.2038,-1.40E+06,-5.15E+06
27.147126,0.289056,0.022437,0.062779,27.147126,-0.013156,-5.737919,0.062408,27.147126,0.2759,-5.715482,0.125187,27.147126,0.278482,-5.540107,0.078442,27.147126,163028.2085,-1.40E+06,-5.15E+06
27.20162,0.29479,0.038395,0.067572,27.20162,-0.012362,-5.420009,0.064196,27.20162,0.282428,-5.381614,0.131768,27.20162,0.279416,-5.447969,0.098851,27.20162,163028.2118,-1.40E+06,-5.15E+06
27.25315,0.299141,0.053616,0.066519,27.25315,-0.010095,-4.474426,0.055864,27.25315,0.289046,-4.42081,0.122383,27.25315,0.281898,-5.313365,0.111511,27.25315,163028.2142,-1.40E+06,-5.15E+06
27.296238,0.297881,0.065966,0.061462,27.296238,-0.012052,-5.41445,0.069312,27.296238,0.285829,-5.348485,0.130774,27.296238,0.283947,-5.2354,0.117638,27.296238,163028.216,-1.40E+06,-5.15E+06
27.345652,0.29493,0.079986,0.052975,27.345652,-0.012146,-5.568852,0.071922,27.345652,0.282784,-5.488866,0.124897,27.345652,0.284119,-5.235613,0.120674,27.345652,163028.2186,-1.40E+06,-5.15E+06
27.38668,0.289982,0.091017,0.044117,27.38668,-0.011971,-5.603148,0.07181,27.38668,0.278011,-5.512131,0.115927,27.38668,0.282914,-5.310299,0.120368,27.38668,163028.2212,-1.40E+06,-5.15E+06
27.437952,0.289249,0.105697,0.031318,27.437952,-0.012046,-5.813621,0.072437,27.437952,0.277203,-5.707924,0.103755,27.437952,0.28093,-5.399245,0.1157,27.437952,163028.2246,-1.40E+06,-5.15E+06
27.485428,0.293615,0.120211,0.016095,27.485428,-0.010796,-5.387752,0.064153,27.485428,0.282819,-5.267541,0.080249,27.485428,0.280787,-5.403076,0.105782,27.485428,163028.2271,-1.40E+06,-5.15E+06
27.542817,0.298423,0.13657,-0.008356,27.542817,-0.010609,-5.554807,0.060817,27.542817,0.287814,-5.418237,0.05246,27.542817,0.28342,-5.319886,0.087615,27.542817,163028.229,-1.40E+06,-5.15E+06
27.590943,0.306062,0.150715,-0.034712,27.590943,-0.010132,-5.561912,0.055003,27.590943,0.29593,-5.411197,0.02029,27.590943,0.28764,-5.155325,0.065619,27.590943,163028.2297,-1.40E+06,-5.15E+06
27.63532,0.304211,0.158994,-0.061207,27.63532,-0.009066,-5.231023,0.045497,27.63532,0.295145,-5.072029,-0.01571,27.63532,0.290645,-5.09191,0.041601,27.63532,163028.2302,-1.40E+06,-5.15E+06
27.683416,0.301411,0.166814,-0.090639,27.683416,-0.00844,-5.172832,0.037198,27.683416,0.292971,-5.006018,-0.053441,27.683416,0.291755,-5.108906,0.012292,27.683416,163028.2312,-1.40E+06,-5.15E+06
27.727826,0.298716,0.173226,-0.118131,27.727826,-0.008638,-5.632948,0.031674,27.727826,0.290078,-5.459722,-0.086457,27.727826,0.291628,-5.177126,-0.017469,27.727826,163028.2323,-1.40E+06,-5.15E+06
27.776457,0.297662,0.180679,-0.148849,27.776457,-0.007729,-5.432472,0.020312,27.776457,0.289933,-5.251793,-0.128537,27.776457,0.290653,-5.280669,-0.052508,27.776457,163028.2337,-1.40E+06,-5.15E+06
27.824106,0.303959,0.191393,-0.184157,27.824106,-0.007068,-5.390697,0.009413,27.824106,0.296891,-5.199304,-0.174744,27.824106,0.291494,-5.282223,-0.090448,27.824106,163028.2344,-1.40E+06,-5.15E+06
27.872852,0.31089,0.200953,-0.225063,27.872852,-0.006049,-5.069261,-0.002249,27.872852,0.304841,-4.868308,-0.227312,27.872852,0.295363,-5.178998,-0.133913,27.872852,163028.2339,-1.40E+06,-5.15E+06
27.910488,0.31557,0.206687,-0.259136,27.910488,-0.005311,-4.829059,-0.010825,27.910488,0.310258,-4.622371,-0.26996,27.910488,0.299384,-5.063734,-0.170427,27.910488,163028.2328,-1.40E+06,-5.15E+06
27.955765,0.314881,0.208081,-0.296965,27.955765,-0.004888,-4.957527,-0.022417,27.955765,0.309993,-4.749445,-0.319382,27.955765,0.303284,-4.995045,-0.216592,27.955765,163028.2315,-1.40E+06,-5.15E+06
28.003603,0.312647,0.207558,-0.33471,28.003603,-0.004702,-5.431136,-0.038245,28.003603,0.307945,-5.223578,-0.372955,28.003603,0.305227,-5.009643,-0.266514,28.003603,163028.2305,-1.40E+06,-5.15E+06
28.045595,0.310922,0.206503,-0.366763,28.045595,-0.003928,-5.156974,-0.048061,28.045595,0.306993,-4.950471,-0.414825,28.045595,0.305904,-5.064323,-0.310993,28.045595,163028.2297,-1.40E+06,-5.15E+06
28.093107,0.309007,0.204731,-0.400937,28.093107,-0.003845,-5.942351,-0.070938,28.093107,0.305162,-5.73762,-0.471875,28.093107,0.305471,-5.175349,-0.361178,28.093107,163028.2292,-1.40E+06,-5.15E+06
28.137216,0.312265,0.205679,-0.43801,28.137216,-0.003058,-5.623412,-0.080886,28.137216,0.309207,-5.417733,-0.518896,28.137216,0.306169,-5.214323,-0.408344,28.137216,163028.2282,-1.40E+06,-5.15E+06
28.181409,0.319406,0.207984,-0.48139,28.181409,-0.002573,-5.808401,-0.097833,28.181409,0.316833,-5.600417,-0.579223,28.181409,0.308633,-5.166298,-0.456619,28.181409,163028.2264,-1.40E+06,-5.15E+06
28.241104,0.324942,0.205343,-0.53724,28.241104,-0.00158,-5.082133,-0.102556,28.241104,0.323362,-4.87679,-0.639796,28.241104,0.314315,-5.038169,-0.524661,28.241104,163028.2228,-1.40E+06,-5.15E+06
28.279761,0.324782,0.199767,-0.567619,28.279761,-0.001155,-5.040138,-0.112567,28.279761,0.323627,-4.840371,-0.680185,28.279761,0.317523,-4.989224,-0.569125,28.279761,163028.2203,-1.40E+06,-5.15E+06
28.334275,0.322484,0.189709,-0.603996,28.334275,-0.000656,-5.39911,-0.136723,28.334275,0.321828,-5.209401,-0.740719,28.334275,0.319736,-5.009417,-0.629809,28.334275,163028.2172,-1.40E+06,-5.15E+06
28.380883,0.320538,0.180731,-0.631248,28.380883,-0.000176,-4.609851,-0.128112,28.380883,0.320362,-4.42912,-0.75936,28.380883,0.319846,-5.091815,-0.678883,28.380883,163028.215,-1.40E+06,-5.15E+06
28.424628,0.317351,0.171134,-0.651041,28.424628,0.00017,-5.323567,-0.159742,28.424628,0.317522,-5.152433,-0.810783,28.424628,0.319314,-5.204017,-0.722898,28.424628,163028.2131,-1.40E+06,-5.15E+06
28.470842,0.31951,0.163789,-0.679983,28.470842,0.000488,-5.010024,-0.161413,28.470842,0.319998,-4.846235,-0.841396,28.470842,0.319176,-5.272747,-0.766324,28.470842,163028.2109,-1.40E+06,-5.15E+06
28.524305,0.326837,0.156306,-0.722435,28.524305,0.000806,-4.949346,-0.171288,28.524305,0.327644,-4.79304,-0.893723,28.524305,0.321152,-5.242562,-0.814265,28.524305,163028.2075,-1.40E+06,-5.15E+06
28.564024,0.33232,0.149127,-0.75447,28.564024,0.001016,-4.947937,-0.179494,28.564024,0.333336,-4.79881,-0.933965,28.564024,0.324249,-5.154763,-0.849333,28.564024,163028.2043,-1.40E+06,-5.15E+06
28.613101,0.332486,0.135697,-0.778375,28.613101,0.001214,-4.86409,-0.185819,28.613101,0.333699,-4.728393,-0.964194,28.613101,0.327938,-5.081316,-0.891751,28.613101,163028.2001,-1.40E+06,-5.15E+06
28.662579,0.329442,0.120345,-0.791487,28.662579,0.00153,-5.400592,-0.215806,28.662579,0.330972,-5.280247,-1.007293,28.662579,0.329931,-5.077713,-0.930632,28.662579,163028.1963,-1.40E+06,-5.15E+06
28.716522,0.324257,0.103546,-0.794982,28.716522,0.00176,-5.765708,-0.239948,28.716522,0.326017,-5.662162,-1.03493,28.716522,0.329005,-5.18839,-0.966043,28.716522,163028.193,-1.40E+06,-5.15E+06
28.763323,0.32253,0.090435,-0.799705,28.763323,0.001856,-5.955108,-0.254931,28.763323,0.324386,-5.864673,-1.054636,28.763323,0.327185,-5.303522,-0.990686,28.763323,163028.1906,-1.40E+06,-5.15E+06
28.806593,0.324768,0.079059,-0.811081,28.806593,0.001767,-5.737127,-0.250781,28.806593,0.326535,-5.658068,-1.061863,28.806593,0.326618,-5.346812,-1.00973,28.806593,163028.1882,-1.40E+06,-5.15E+06
28.852524,0.328938,0.066544,-0.825994,28.852524,0.001566,-5.300361,-0.235722,28.852524,0.330504,-5.233817,-1.061717,28.852524,0.327318,-5.327825,-1.026686,28.852524,163028.1852,-1.40E+06,-5.15E+06
28.899788,0.333895,0.0525,-0.841842,28.899788,0.001323,-4.828658,-0.217549,28.899788,0.335218,-4.776158,-1.059391,28.899788,0.329604,-5.238731,-1.041534,28.899788,163028.1816,-1.40E+06,-5.15E+06
28.940237,0.333632,0.039246,-0.842307,28.940237,0.001291,-5.189924,-0.235591,28.940237,0.334924,-5.150678,-1.077899,28.940237,0.331589,-5.178965,-1.052493,28.940237,163028.1784,-1.40E+06,-5.15E+06
28.991768,0.327896,0.022632,-0.824533,28.991768,0.001097,-5.32408,-0.242696,28.991768,0.328993,-5.301448,-1.067229,28.991768,0.331707,-5.208473,-1.061065,28.991768,163028.1751,-1.40E+06,-5.15E+06
29.047523,0.322086,0.006446,-0.799889,29.047523,0.000834,-5.759423,-0.261777,29.047523,0.32292,-5.752977,-1.061666,29.047523,0.329127,-5.327727,-1.061562,29.047523,163028.1726,-1.40E+06,-5.15E+06
29.091983,0.31798,-0.005137,-0.777178,29.091983,0.000492,-5.737688,-0.258713,29.091983,0.318471,-5.742824,-1.035891,29.091983,0.325899,-5.458483,-1.055501,29.091983,163028.1712,-1.40E+06,-5.15E+06
29.132366,0.31955,-0.015652,-0.767729,29.132366,0.000147,-5.943119,-0.264877,29.132366,0.319697,-5.958771,-1.032606,29.132366,0.323518,-5.522943,-1.045053,29.132366,163028.1701,-1.40E+06,-5.15E+06
29.179762,0.3239,-0.028736,-0.761348,29.179762,-0.000284,-5.324561,-0.232968,29.179762,0.323616,-5.353297,-0.994316,29.179762,0.322679,-5.509765,-1.029661,29.179762,163028.1682,-1.40E+06,-5.15E+06
29.228441,0.326176,-0.042426,-0.748072,29.228441,-0.000718,-5.15181,-0.220079,29.228441,0.325459,-5.194236,-0.968151,29.228441,0.323815,-5.4293,-1.01216,29.228441,163028.1658,-1.40E+06,-5.15E+06
29.290026,0.325649,-0.058572,-0.719763,29.290026,-0.001362,-5.313901,-0.218567,29.290026,0.324287,-5.372474,-0.93833,29.290026,0.324758,-5.342192,-0.984762,29.290026,163028.163,-1.40E+06,-5.15E+06
29.333069,0.320808,-0.067389,-0.686221,29.333069,-0.001928,-5.600666,-0.223078,29.333069,0.31888,-5.668055,-0.909298,29.333069,0.323778,-5.358794,-0.961595,29.333069,163028.1617,-1.40E+06,-5.15E+06
29.390382,0.313335,-0.076115,-0.634629,29.390382,-0.002778,-5.919027,-0.22398,29.390382,0.310558,-5.995142,-0.858609,29.390382,0.319368,-5.489983,-0.923009,29.390382,163028.1614,-1.40E+06,-5.15E+06
29.438565,0.310775,-0.08305,-0.596867,29.438565,-0.003121,-5.377869,-0.193345,29.438565,0.307654,-5.460919,-0.790212,29.438565,0.315231,-5.594922,-0.884731,29.438565,163028.1617,-1.40E+06,-5.15E+06
29.486311,0.312482,-0.090914,-0.567279,29.486311,-0.003905,-5.628826,-0.19092,29.486311,0.308577,-5.71974,-0.758199,29.486311,0.31245,-5.625289,-0.843191,29.486311,163028.1619,-1.40E+06,-5.15E+06
29.545104,0.316034,-0.100829,-0.532825,29.545104,-0.004819,-5.771813,-0.180334,29.545104,0.311215,-5.872643,-0.713159,29.545104,0.311394,-5.56162,-0.789719,29.545104,163028.1618,-1.40E+06,-5.15E+06
29.597378,0.316851,-0.108102,-0.497302,29.597378,-0.004604,-4.794686,-0.137845,29.597378,0.312247,-4.902787,-0.635147,29.597378,0.312231,-5.448345,-0.7416,29.597378,163028.1613,-1.40E+06,-5.15E+06
29.646126,0.314132,-0.111575,-0.45627,29.646126,-0.005592,-5.193408,-0.136761,29.646126,0.30854,-5.304984,-0.593031,29.646126,0.31133,-5.410268,-0.694233,29.646126,163028.1615,-1.40E+06,-5.15E+06
29.69306,0.306671,-0.110316,-0.406942,29.69306,-0.006557,-5.514122,-0.131933,29.69306,0.300114,-5.624438,-0.538875,29.69306,0.308359,-5.47738,-0.646219,29.69306,163028.1627,-1.40E+06,-5.15E+06
29.742599,0.300767,-0.107977,-0.357633,29.742599,-0.006981,-5.341076,-0.113809,29.742599,0.293786,-5.449053,-0.471442,29.742599,0.303895,-5.5859,-0.592301,29.742599,163028.1647,-1.40E+06,-5.15E+06
29.789055,0.299526,-0.106578,-0.317729,29.789055,-0.008733,-6.165929,-0.115899,29.789055,0.290793,-6.272507,-0.433627,29.789055,0.299586,-5.668417,-0.539389,29.789055,163028.1671,-1.40E+06,-5.15E+06
29.839515,0.301524,-0.105958,-0.279881,29.839515,-0.007933,-5.181367,-0.083127,29.839515,0.293591,-5.287325,-0.363008,29.839515,0.296821,-5.6735,-0.481763,29.839515,163028.1694,-1.40E+06,-5.15E+06
29.886221,0.306461,-0.10656,-0.250048,29.886221,-0.0098,-6.004012,-0.081084,29.886221,0.296661,-6.110571,-0.331131,29.886221,0.296472,-5.578607,-0.429567,29.886221,163028.171,-1.40E+06,-5.15E+06
29.946589,0.306196,-0.102315,-0.205562,29.946589,-0.008936,-5.093938,-0.052382,29.946589,0.29726,-5.196253,-0.257944,29.946589,0.297025,-5.456221,-0.364803,29.946589,163028.173,-1.40E+06,-5.15E+06
29.994435,0.302626,-0.095488,-0.168139,29.994435,-0.009052,-4.908502,-0.038247,29.994435,0.293574,-5.00399,-0.206385,29.994435,0.295956,-5.428242,-0.31427,29.994435,163028.1751,-1.40E+06,-5.15E+06
30.046781,0.292987,-0.066091,-0.120696,30.046781,-0.010991,-5.740234,-0.024429,30.046781,0.281996,-5.806325,-0.145125,30.046781,0.291939,-5.509109,-0.257045,30.046781,163028.1976,-1.40E+06,-5.15E+06
30.094664,0.292023,-0.045123,-0.094449,30.094664,-0.01176,-6.041226,-0.012824,30.094664,0.280263,-6.086349,-0.107273,30.094664,0.287884,-5.590867,-0.20594,30.094664,163028.1854,-1.40E+06,-5.15E+06
30.141373,0.294334,-0.038342,-0.076667,30.141373,-0.010315,-5.194392,-0.004059,30.141373,0.28402,-5.232735,-0.080726,30.141373,0.285581,-5.626376,-0.163457,30.141373,163028.1751,-1.40E+06,-5.15E+06
30.190137,0.298951,-0.043542,-0.061302,30.190137,-0.010951,-5.356218,0.001392,30.190137,0.288,-5.39976,-0.05991,30.190137,0.28574,-5.568209,-0.127201,30.190137,163028.1656,-1.40E+06,-5.15E+06
30.24434,0.303107,-0.060493,-0.042129,30.24434,-0.011061,-5.177508,0.006872,30.24434,0.292046,-5.238001,-0.035257,30.24434,0.287776,-5.434015,-0.093628,30.24434,163028.1563,-1.40E+06,-5.15E+06
30.298826,0.29939,-0.082656,-0.012941,30.298826,-0.01148,-5.078299,0.013097,30.298826,0.28791,-5.160955,0.000156,30.298826,0.288512,-5.376291,-0.061243,30.298826,163028.1488,-1.40E+06,-5.15E+06
30.34965,0.293836,-0.106173,0.023978,30.34965,-0.013988,-5.810522,0.023825,30.34965,0.279848,-5.916695,0.047803,30.34965,0.28639,-5.420732,-0.026942,30.34965,163028.1441,-1.40E+06,-5.15E+06
30.394801,0.286138,-0.126402,0.065642,30.394801,-0.014962,-5.83875,0.034064,30.394801,0.271177,-5.965152,0.099707,30.394801,0.282399,-5.544153,0.009789,30.394801,163028.1416,-1.40E+06,-5.15E+06
30.445227,0.282944,-0.153597,0.119831,30.445227,-0.015239,-5.516702,0.0456,30.445227,0.267705,-5.670299,0.165431,30.445227,0.277211,-5.663192,0.059332,30.445227,163028.14,-1.40E+06,-5.15E+06
